service_id,channel_name,matched_display_name,source_url,png_file,svg_file,png_path,svg_path,status,timestamp
adult_swim,Adult Swim,adult-swim,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/adult-swim-us.png,adult_swim.png,adult_swim.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\adult_swim.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\adult_swim.svg,OK,2025-11-08 01:15:58
trutv,TruTV,tru-tv,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/tru-tv-us.png,trutv.png,trutv.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\trutv.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\trutv.svg,OK,2025-11-08 01:15:59
investigation_discovery,Investigation Discovery,investigation-discovery,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/investigation-discovery-us.png,investigation_discovery.png,investigation_discovery.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\investigation_discovery.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\investigation_discovery.svg,OK,2025-11-08 01:15:59
own,OWN,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:15:59
hallmark,Hallmark Channel,hallmark-channel,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/hallmark-channel-us.png,hallmark.png,hallmark.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\hallmark.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\hallmark.svg,OK,2025-11-08 01:15:59
showtime,Showtime,showtime,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/showtime-us.png,showtime.png,showtime.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\showtime.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\showtime.svg,OK,2025-11-08 01:16:00
hbo,HBO,hbo,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/hbo-us.png,hbo.png,hbo.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\hbo.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\hbo.svg,OK,2025-11-08 01:16:00
starz,Starz,starz,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/starz-us.png,starz.png,starz.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\starz.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\starz.svg,OK,2025-11-08 01:16:01
vice_tv,VICE TV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:01
cbc,CBC,cbc,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/cbc-ca.png,cbc.png,cbc.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\cbc.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\cbc.svg,OK,2025-11-08 01:16:01
ctv,CTV,ctv,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/ctv-ca.png,ctv.png,ctv.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\ctv.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\ctv.svg,OK,2025-11-08 01:16:01
global,Global,global,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/global-ca.png,global.png,global.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\global.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\global.svg,OK,2025-11-08 01:16:02
citytv,Citytv,city-tv,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/city-tv-ca.png,citytv.png,citytv.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\citytv.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\citytv.svg,OK,2025-11-08 01:16:02
much,Much,much,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/much-ca.png,much.png,much.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\much.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\much.svg,OK,2025-11-08 01:16:03
slice,Slice,slice,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/slice-ca.png,slice.png,slice.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\slice.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\slice.svg,OK,2025-11-08 01:16:03
showcase_ca,Showcase,showcase,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/showcase-ca.png,showcase_ca.png,showcase_ca.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\showcase_ca.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\showcase_ca.svg,OK,2025-11-08 01:16:03
ctv_scifi,CTV Sci-Fi,ctv-sci-fi-channel,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/ctv-sci-fi-channel-ca.png,ctv_scifi.png,ctv_scifi.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\ctv_scifi.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\ctv_scifi.svg,OK,2025-11-08 01:16:04
outtv,OutTV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:04
hgtv_ca,HGTV Canada,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:04
discovery_ca,Discovery Channel Canada,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:04
mtv_ca,MTV Canada,MTV Canada,https://raw.githubusercontent.com/tv-logo/tv-logos/main/countries/canada/mtv-ca.png,mtv_ca.png,mtv_ca.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\mtv_ca.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\mtv_ca.svg,OK,2025-11-08 01:16:04
bbc,BBC,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:05
itv,ITV,itv,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/itv-uk.png,itv.png,itv.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\itv.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\itv.svg,OK,2025-11-08 01:16:05
channel4,Channel 4,channel-4,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/channel-4-uk.png,channel4.png,channel4.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\channel4.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\channel4.svg,OK,2025-11-08 01:16:05
e4,E4,e-4,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/e-4-uk.png,e4.png,e4.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\e4.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\e4.svg,OK,2025-11-08 01:16:05
more4,More4,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:06
film4,Film4,film-4,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/film-4-uk.png,film4.png,film4.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\film4.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\film4.svg,OK,2025-11-08 01:16:06
channel5,Channel 5,channel-5,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/channel-5-uk.png,channel5.png,channel5.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\channel5.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\channel5.svg,OK,2025-11-08 01:16:06
fiveusa,5USA,5-usa,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/5-usa-uk.png,fiveusa.png,fiveusa.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\fiveusa.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\fiveusa.svg,OK,2025-11-08 01:16:06
fivestar,5Star,5-star,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/5-star-uk.png,fivestar.png,fivestar.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\fivestar.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\fivestar.svg,OK,2025-11-08 01:16:07
sky,Sky,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:07
sky_scifi,Sky Sci-Fi,sky-sci-fi,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/sky-sci-fi-uk.png,sky_scifi.png,sky_scifi.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\sky_scifi.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\sky_scifi.svg,OK,2025-11-08 01:16:07
abc_au,ABC (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:07
nitv,NITV,nitv,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/australia/nitv-au.png,nitv.png,nitv.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\nitv.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\nitv.svg,OK,2025-11-08 01:16:07
seven_au,7 (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
nine_au,9 (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
ten_au,10 (AU),,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
sky_news_au,Sky News Australia,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
netflix,Netflix,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
prime_video,Prime Video,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
disney_plus,Disney+,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
hulu,Hulu,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
max,Max,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
peacock,Peacock,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
paramount_plus,Paramount+,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
apple_tv_plus,Apple TV+,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
crave,Crave,crave,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/canada/crave-ca.png,crave.png,crave.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\crave.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\crave.svg,OK,2025-11-08 01:16:08
britbox,BritBox,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:08
dazn,DAZN,dazn,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-states/dazn-us.png,dazn.png,dazn.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\dazn.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\dazn.svg,OK,2025-11-08 01:16:08
stacktv,StackTV,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:09
now,NOW,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:09
itvx,ITVX,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:09
my5,My5,my-5,https://raw.githubusercontent.com/tv-logo/tv-logos/refs/heads/main/countries/united-kingdom/my-5-uk.png,my5.png,my5.svg,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\my5.png,C:\Users\Lenovo\Documents\Projects\my_TV_Movie\my_TV_Movie\image\services_logos\my5.svg,OK,2025-11-08 01:16:09
uktv_play,UKTV Play,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:09
stan,Stan,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:09
ten_play,10 Play,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:09
nine_now,9Now,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:09
seven_plus,7plus,,,,,,,NOT_FOUND_IN_MOSAIC,2025-11-08 01:16:09
